0,1,2
5,2024-07-15,표는 잘 사서 바로 잘썼습니다. 하지만 롯데월드는 평일 낮에도 줄이 길다는게 함정 ㅋ 평일낮에도 서너개 타기 힘들어요.
5,2024-07-12,"바로 QR코드 전송되서 아무날짜고 편할때 이용간으하고 주차정산도 편리하고
저렴한가격에 이용할 수 있어서 최고에요~~"
5,2024-07-06,"좋았음
너무 줄거웠음
짱이였음"
5,2024-07-06,높은할인률로 저렴하게 구매했어요
5,2024-07-04,롯데월드 입장시 너무 비싸서 당일 티켓 알아보는 중 가장 저렴하게 구입하고 바로 입장 할 수 있어서 감사했습니다. ^^ 저렴하게 잘 놀다 갈께요~!!
5,2024-07-03,너무 즐겁고 알찬 시간이 었습니다
5,2024-07-03,들어가기 직전에도 구입하여 사용할 수 있어서 좋았습니다.
5,2024-07-03,"석촌동 거주할때 가까워서 그런건지 오히려 안가게 되다가,
아내가 오랜만에 가보고 싶대서 급하게 티켓 구매했습니다.
카드할인, 통신사할인 그딴거 다 필요없을정도로 저렴함에 깜놀했습니다.
티켓도 톡으로 바로 전송되고, 아주 편하게 잘 이용했습니다.
시설은 뭐.. 6월이라 그런건지 실내쪽도 냉방은 잘 안하는듯 해서 매우 더웠으며, 기구들은 오래되서 노후가 되었음에도 꾸준한 관리를 해줘서 그런지 안정상 불안함은 없었습니다.
결론은 매우 만족!"
1,2024-07-02,큐얼코드 바로 안보내줘서 당일에 전화하니 그제서야 보내줌... 그것때매 입장도 딜레이 됐어요... 가격도 카드할인하면 훨씬싸니까 카드할인해서 가는걸 추천드립니다
4,2024-07-01,딱 7시 맞춰 들어가야합니다.
5,2024-06-27,빠르고 쉽게 예약했습니다
5,2024-06-26,모든것이 완벽합니다
1,2024-06-24,"국내 놀이동산 직원들은 진짜 불친절한데
롯대월드가 제일 심한거 같아 늘 불쾌해요"
5,2024-06-20,잘 사용했습니다~ 로떼월드~~~
5,2024-06-17,"아이낳고 아이랑은 처음 가보았는데,
아이가 탈 수 있는것들도 꽤나 많고 아이가 너무 좋아했어요!
가격도 지금 물가대비해서는 저렴한편같고(물론 할인받아서ㅋㅋ)
담에 또 가야겠어요:)
주말보단 평일🫰"
5,2024-06-17,성인되고 가니 진짜 재밌네요
5,2024-06-17,"빠르게 입장할 수 있게 도와줘서 좋았습니다!!
덕분에 잘 즐기다 가요 :)"
5,2024-06-16,애프터 7 아주 좋아요
5,2024-06-11,잘 이용했어용 ㅎㅎㅎ
5,2024-06-09,최저가로 예매하고 바로 사용할 수 있어 항상 애용하고 있어요~
5,2024-06-08,싸게 잘 이용하였습니다
5,2024-06-08,싸게 잘 이용가능함
5,2024-06-07,좋스비다아~~~언제나 재밌큰곳
5,2024-06-07,"마이리얼트립 덕분에 편안하게 잘 사용했어요.
고맙습니다."
5,2024-06-03,오픈 시간부터 마감시간까지 저렴하게 잘 놀았습니다. 모바일 티켓이라 사용도 편하고요.
5,2024-06-03,입장이 너무 편리해졌어요.옛날에는 사람이 많아서 줄서서 한참 기다렸지만 QR덕분에  바로입장이돼서  얼마나 편한지 몰라요~즐길 거리도 많고  뮤직 공연도 자유롭게 볼수있어서 너무 즐거웠어요~^^
5,2024-06-03,집근처라 야간권 알차게 이용했어요~ 아직 기구 못타는 아이라 야간권이 딱 맞는거 같아요! ㅎㅎ
3,2024-06-03,너무 무서워요...
5,2024-06-03,Goodfoodgood편하고좋아요
5,2024-06-03,큐알이 바로 와서 다른 착오 없이 잘 들어갈수있었어오
4,2024-06-01,전반적으로 만족합니다.
5,2024-05-30,ㅌㅌㅌㅇㅇㅇㅇㅇㅇㅇ
5,2024-05-30,에프터4 너무 좋아요 바로 사용가능했어요
5,2024-05-29,예약과 동시에 바로 티켓이 와서 서용허기 편했습니다.
5,2024-05-26,즐거운 것이었습니다 와하하
5,2024-05-26,아이가 친구들과 다녀왔어요 재밌게 잘 놀고 왔다네요
5,2024-05-26,저렴해 잘 이용했습니다 굿굿
5,2024-05-23,아주 편하고 좋네요
4,2024-05-20,바로 사용하기 편하다
5,2024-05-19,즐거웠습니다.~!!
5,2024-05-15,흡연장.및 지도위치도가 매우아시워요
5,2024-05-14,너무 재미잇어요ㅎㅎ
5,2024-05-05,아주아주어주어ㅜ아주 좋았어요!
5,2024-05-05,싸고  저렴하게 잘 다녀  왔어요
5,2024-05-04,"온라인으로 예매한 롯데월드 자유이용권 중에
가장 저렴했어요. 감사합니다.
근데 롯데월드 막상 처음 가보니까
다리만 너무 아프고 놀이기구를 별로 못 탔어요.
처음 가서 헤맨것도 있는데다가
사람도 더럽게 많고
(진짜 놀이기구마다 거의 40분넘게 기다린듯)
무슨 꼬지하나 음료하나에 만원 넘어서 더럽게 비싸고
(같은 만원이면 서울에서도 제대로 된
밥 한끼 사 먹을 수 있어요.)
재미있는 핵심 놀이기구는
현장에서도 예약해야 탈 수 있다고 해서
아무것도 못 탔어요.
지금 다시 생각하면 롯데월드만 욕하고 싶은 심정인데
혜택 좋고 로고가 예쁜 리얼마이트립에서
욕하고 싶지 않네요. ^^
롯데월드는 별 한개지만
리얼마이트립은 별 다섯개 주고싶네요."
5,2024-05-04,바이킹같은건  따로 예약해야 탈수있어요
5,2024-05-04,7시 이후 입장인데 좋은 가격의 입장권으로 짧은 시간 알차게 재밌게 놀고 왔습니다
5,2024-05-04,싸게 잘샀어요. 근데 롯데월드 요즘 인기있는 어트랙션은 매직패스 말고도 내부에서 또 예약해야 탈 수 있더라구요...ㅎ
5,2024-05-01,좋았어요 저렴하게구매하고요
5,2024-04-30,사용하기 편하고 저렴하고 너무 좋아요.
5,2024-04-29,바로 사용할수 있어서 너무 좋았어요
5,2024-04-29,저렴한 가격으로 예매할수있어서 좋았어용
5,2024-04-25,즐거운 시간 이었습니다 :)
5,2024-04-22,저렴하게 구매해서 딸이랑 좋은 추억 많이.만들고 왔습니다
5,2024-04-22,그냥 바로 사서 바로 입장가능 너무 편함 다떠나서 그냥쌈!!
5,2024-04-22,오랜만에 저렴한 가격으로 많은 놀이기구들을 탔습니다.
5,2024-04-22,아이가 예매권으로 입장잘했다고 하네요
5,2024-04-22,"아이와같이갔는데,기다리지않고바로입장할수있어서편리했어요
할인도해주셔서좋았습니다"
5,2024-04-22,"좋은 가격에 잘 다녀왔습니다.
대마족해요"
5,2024-04-22,예약후 바로 편리하게 사용할수 있어서 좋았습니다
5,2024-04-20,저렴하고 편하게 이용했어요
5,2024-04-16,이용이 편했어요 굳
5,2024-04-15,좋은데 평일 역시 너무 짧네요 ㅠ
5,2024-04-13,입장이 바로 가능하여 편하네요!
5,2024-04-13,좋은 가격에 잘 다녀왔습니다.
5,2024-04-08,굿굿입니다 감사합니다
5,2024-04-07,저렴하게 잘놀다왔어요
5,2024-04-04,싸게 잘 놀았습니다!!
5,2024-04-04,사람많누 하하하ㅏ핳하
5,2024-04-01,"구매 후 5분 정도 뒤에 QR을 보내줘서
바로 사용이 가능했어요
덕분에 잘 다녀왔습니다!"
5,2024-04-01,"남자친구 군대 전 날 마지막으로 가고 싶었는데, 저렴한 가격으로 잘 다녀왔습니다!"
5,2024-04-01,롯데월드는 언제나 동심잃지않고 한결같이 운영하는게 메리트인거같아요 재밌게 놀다갑니다!~
5,2024-03-28,입장할때 문제가 좀 잇엇지만 재미잇게 잘놀다왔습니다
5,2024-03-26,편하게 잘 활용했어요
5,2024-03-26,꿀잼이고 신나는 경험
5,2024-03-24,저렴하게 구입이 가능하고 빨리 티켓을받을수있었습니다
5,2024-03-23,급하게 구매했는데 바로 사용할 수 있어좋았답니다
5,2024-03-23,예약편하고 바로입장이라 완벽했어요
5,2024-03-14,구매 후 바로 사용이 가능해서 너무 편하고 좋았습니다!
5,2024-03-14,급하게사서 당일입장가능해서 좋았어요 편리했어요
5,2024-03-08,qr만 보여주면 바로 들어갈 수 있어요
1,2024-03-05,"골든패스는 단체에게 부담스럽고 자유이용권을 끈고도 기다리는 시간에 공평성이 없다고 생각합니다.
자본주의 롯데인것같습니다.다시 방문할  생각이 없게 만드네요.그래도 내 아이의 경험이 즐거웠다니 다행입니다."
5,2024-03-05,저렴하게 구입해서 잘 사용했습니다
4,2024-03-04,저렴하게 잘 이용했습니다.
5,2024-03-04,바로 사용가능해서 좋았어요
5,2024-03-04,들어오자마자 인생첫 롯데월드에 눈이 뒤집혔습니다 미쳤어요
5,2024-03-04,"온라인구매직후 표를  바로받아서 사용가능했습니다.
앞으로도 이용할계획입니다."
4,2024-03-04,바코드로 편하게 입장 했습니다.
5,2024-03-04,아이들이좋아했어요신나함
5,2024-03-04,티켓구매부터 입장해서 종일놀기좋았어요~~
1,2024-03-04,"사람이 너~~~~무 많아서
하나 기다리는데 4시간이상이라니..
초등입학하는 딸램데리거 갓다가
몇개 타지도 못하고 줄만 주구장창..
물하나 사먹는데도 30분...
이정도는 인원제한을 해야하는거 아닌가요.."
5,2024-03-04,아이들이 좋아하는 장소에요. 또래끼리 놀기 너무 즐거웠습니다!
5,2024-03-04,빠르게 입장 가능해서 좋았고 저렴하게 산 것 같아 좋았어요.
5,2024-03-04,바로입장이 가능해서 사용하기 편리했습니다
5,2024-03-04,편하고 저렴하게 잘 이용했습니다
5,2024-03-04,아이가 잘놀고 왔어요
5,2024-03-04,빠르게 이용해서 좋아요
5,2024-03-04,너무 잘 다녀왔습니다. 저렴한 가격으로 롯데월드 다녀와서 좋았습니다.
5,2024-03-03,아이가 롯데월드에 간다해서 여기서 구매해서 줬는데 잘놀고왔다고해요. 쿠폰도 써서 저렴하게 구매했어요.
5,2024-03-01,간편하게 입장 가능해서 좋아요!
5,2024-03-01,아이들이 즐거워해서 좋았어요
5,2024-02-27,좋아요엄청편햇고 짱이에요
5,2024-02-27,저렴한 가격으로 간편한입장 하였어요~
5,2024-02-25,롯월 오픈런하세요 무조건
5,2024-02-23,입장도 편하고 바로 들어가서 재밌게 놀았습니다
5,2024-02-18,처음에 구매했을때 실수로 취소 눌러서 완전 놀랐는데 문의햇던 상담사님이 너무 친절하시고 다시 예약 해주셔서 갈 수 잇었어요!! 그리고 티켓은 1시간 이내는 아니지만 제대로 와서 좋앗구 완전 신나게 놀고 돌아왓습니당😽
5,2024-02-18,좋았어요^^ 오래간만에감
5,2024-02-17,바코드로 바로 입장가능
5,2024-02-14,사람 엄청 많았지만 그래도 좋았어요
5,2024-02-11,"어머니와 나, 아들 즐거운 추억 만들었습니다."
5,2024-02-11,퇴근하고 입장하기에 딱이에요 오히려 사람 없고 좋아요ㅋㅋㅋ 2시간동안 세개나 탔어요!
5,2024-02-08,"아이와 같이 갔는데 너무 재밌었고 , 직원들도 친절했어요."
5,2024-02-08,바로 사용가능한 점이 가장 큰 장점같아요!!
5,2024-02-06,사람이 많아 아쉬웠고 사용방법은 간단하고 저렴해서 좋아용
5,2024-02-05,4시땡 되자마자 기다리는 줄이 쑤욱 빠졌고 평일에 방문했는데 4시 입장 9시 퇴장 총 5시간 동안 놀이기구 5개랑 퍼레이드 구경 사진까지 야무지게 잘 찍었습니다 ㅎㅎ
5,2024-02-05,"롯데월드 말하나마나 누구나 다 아는..
정말 재밌게 잘 놀다 왔어요. 아이가 무척 좋아합니다."
4,2024-01-30,오랜만에 방문한 롯데월드! 신나게 놀다 왔습니다:)
5,2024-01-29,바로 구매해서 바로 입장할 수 있어 좋아요!
5,2024-01-28,"제가 문자로 받은 바코드 티켓을 삭제해서 너무 당황스러웠는데 주말 임에도 불구하고 바로 다시 보내주셔서 너무 감사했습니다ㅠ
다만 통화량이 많아 연결이 오래걸리니 사용하시는 분들은 참고해주시면 좋을거 같아요😊"
5,2024-01-26,"아주아주 편하게 잘 다녀왔어요
말해 뭐해요~"
5,2024-01-25,큐알 코드로 바로 빠르게 입장했어요
5,2024-01-21,되게 좋았구 놀이기구도 재밌었음
5,2024-01-19,"아이가 친구들이랑 가는거라 급하게 준비했는데, 편하게 잘 사용해서 좋았습니다."
5,2024-01-14,좋습니다 친절해욥
5,2024-01-09,사용이 편하네요 가끔 스팸으로 와서 못 볼뻔
5,2024-01-05,"퍼레이드 관람하러 입장권만 끊고 갔는데, 사람은 많았지만 즐거웠습니다"
5,2024-01-04,크리스마스 당일에 아들과 둘이 롯데월드 퍼포먼스만 보러 가고 싶어서 6시 50분쯤 도착하고 키오스크로 티켓을 구매하려고 하다가 가격 보고 혹시나 마이리얼트립을 들어갔더니 오후 7시 티켓을 저렴하게 판매하는 걸 봤어요. 키오스크에는 오후 7시 티켓이 안 나오던데 10분 남기고 돈 아끼고 좋았습니다~!
2,2024-01-04,"평일인데 사람이 너무 많고 대기가 기본 80분이여서
종합이용권이여도 기구를 못타니 의미가 없음..
달랑 두개타고 퍼레이드 보고 옴"
5,2024-01-04,아이가 친구들과 방문했는데 기다리지 않고 바로 입장해서 너무 편리했어요.
5,2024-01-04,재미있고 좋은 시간 보냈습니다
5,2024-01-04,더 저렴한 가격에 제공하면 좋겠어요
5,2024-01-04,크리스마스 이브라 사람 많았지만 입장 기다리지 않고 바로 할 수 있어서 좋았습니다:)
5,2024-01-04,좀 더 저렴한 가격에 빠른 예약 및 입장으로 수월하게 사용할 수 있었습니다. 집과 가까와서 자주 이용할 수 있을 거 같습니다~
1,2024-01-04,야외시설 아예 이용못한것 치고는 비싼가격입니다
5,2024-01-04,"신용카드 할인 혜택이 안되서 알아보던중 제일 최저가로 그래도 구매해서 갓네요
바로 큐알 찍고 들어가서 편해요!!"
5,2024-01-04,날씨가  너무 추운날이라...야외놀이 기구를 이용 못해서 아쉬웠지만...친구들과  즐거운 추억  만들었네요~
5,2024-01-01,구입 후 바로 사용 할 수 있어서 편했습니다.
5,2024-01-01,바로 입장 가능하여 편함
5,2024-01-01,사용이 편하고 이용이 편함
5,2024-01-01,저렴한가격 빠른구매 입구에서 바로 구매해서 입장했어요 굿굿굿
1,2024-01-01,7시면 탈수있는게 없어요. 퍼레이드로 다 막혀있고 퍼레이드 끝나면 나가라고 해요
5,2024-01-01,놀이기구 못타는데 퍼레이드만 볼 수 있어서 너무 좋아요
5,2024-01-01,잘 이용해서 놀다왔습니다
4,2024-01-01,금방 티켓 구매해서 사용하기 쉬워 좋았음
5,2023-12-31,사람이 많아도 크리스마스 시즌에 놀이공원 가보고 싶었는데..저녁8시 퍼레이드가 로망을 실현해 줬습니다^^
5,2023-12-29,"퍼레이드
보기 좋았어요"
5,2023-12-28,빠르고 쉬운 예약이라 좋았습니다
5,2023-12-26,매표소 안거치고 바로입장
5,2023-12-26,"구매하자마자 5분만에 큐알코드 문자가 오더라고요! 당일 사용도 되고, 정말 사용하기 편리해요~"
5,2023-12-25,젛아요!! ㅎㅎㅎ!!
5,2023-12-24,애프터 7 쿠폰을 실수로 샀는데 환불이 1일 지나도 안되네요
5,2023-12-23,비오는 날 날씨 관계 없이 즐길 수 있어 좋아요
5,2023-12-21,애들이 너무 좋아했어요~ 사람은 역시 엄청 많네요
5,2023-12-21,놀이기구는 몇개 못 탔지만 퍼레이드 보고 좋았어요
5,2023-12-20,너무 편하고 주차정산도 편해요
